,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Name,Sector
7,2021-05-07,9.960000038146973,9.960000038146973,9.829999923706055,9.850000381469727,2500,0.0,0,PICC,Pivotal Investment Corporation III Class A Common Stock,Financial Services
8,2021-05-10,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0,0.0,0,PICC,Pivotal Investment Corporation III Class A Common Stock,Financial Services
9,2021-05-11,9.755000114440918,9.850000381469727,9.755000114440918,9.79800033569336,1300,0.0,0,PICC,Pivotal Investment Corporation III Class A Common Stock,Financial Services
10,2021-05-12,9.6899995803833,9.829999923706055,9.6899995803833,9.829999923706055,600,0.0,0,PICC,Pivotal Investment Corporation III Class A Common Stock,Financial Services
11,2021-05-13,9.850000381469727,9.850000381469727,9.779999732971191,9.779999732971191,700,0.0,0,PICC,Pivotal Investment Corporation III Class A Common Stock,Financial Services
12,2021-05-14,9.90999984741211,9.90999984741211,9.800000190734863,9.829999923706055,600,0.0,0,PICC,Pivotal Investment Corporation III Class A Common Stock,Financial Services
13,2021-05-17,9.960000038146973,9.960000038146973,9.760000228881836,9.760000228881836,600,0.0,0,PICC,Pivotal Investment Corporation III Class A Common Stock,Financial Services
14,2021-05-18,9.760000228881836,9.760000228881836,9.760000228881836,9.760000228881836,0,0.0,0,PICC,Pivotal Investment Corporation III Class A Common Stock,Financial Services
15,2021-05-19,9.760000228881836,9.760000228881836,9.760000228881836,9.760000228881836,0,0.0,0,PICC,Pivotal Investment Corporation III Class A Common Stock,Financial Services
16,2021-05-20,9.760000228881836,9.760000228881836,9.760000228881836,9.760000228881836,0,0.0,0,PICC,Pivotal Investment Corporation III Class A Common Stock,Financial Services
17,2021-05-21,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,100,0.0,0,PICC,Pivotal Investment Corporation III Class A Common Stock,Financial Services
18,2021-05-24,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0,0.0,0,PICC,Pivotal Investment Corporation III Class A Common Stock,Financial Services
19,2021-05-25,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0,0.0,0,PICC,Pivotal Investment Corporation III Class A Common Stock,Financial Services
20,2021-05-26,9.930000305175781,9.9399995803833,9.75,9.75,10800,0.0,0,PICC,Pivotal Investment Corporation III Class A Common Stock,Financial Services
21,2021-05-27,9.75,9.829999923706055,9.720000267028809,9.829999923706055,7600,0.0,0,PICC,Pivotal Investment Corporation III Class A Common Stock,Financial Services
0,2021-04-28,24.0,24.219999313354492,23.719999313354492,24.170000076293945,970500,0.0,0,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Cyclical
1,2021-04-29,24.389999389648438,24.8700008392334,24.200000762939453,24.549999237060547,1165300,0.0,0,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Cyclical
2,2021-04-30,24.290000915527344,24.360000610351562,23.780000686645508,23.81999969482422,1187600,0.0,0,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Cyclical
3,2021-05-03,24.1200008392334,24.579999923706055,23.84000015258789,24.469999313354492,783200,0.0,0,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Cyclical
4,2021-05-04,24.260000228881836,25.020000457763672,24.030000686645508,25.0,1361100,0.0,0,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Cyclical
5,2021-05-05,25.190000534057617,25.190000534057617,24.709999084472656,24.739999771118164,623400,0.0,0,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Cyclical
6,2021-05-06,24.969999313354492,25.030000686645508,24.450000762939453,25.020000457763672,1032100,0.0,0,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Cyclical
7,2021-05-07,24.969999313354492,25.829999923706055,24.670000076293945,25.799999237060547,1163300,0.0,0,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Cyclical
8,2021-05-10,25.760000228881836,26.350000381469727,25.469999313354492,25.510000228881836,937300,0.0,0,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Cyclical
9,2021-05-11,25.010000228881836,25.010000228881836,24.350000381469727,24.700000762939453,1595900,0.0,0,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Cyclical
10,2021-05-12,24.5,24.56999969482422,23.020000457763672,23.110000610351562,1579100,0.0,0,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Cyclical
11,2021-05-13,23.290000915527344,24.5,23.190000534057617,24.280000686645508,1076900,0.0,0,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Cyclical
12,2021-05-14,24.579999923706055,24.850000381469727,24.229999542236328,24.770000457763672,937600,0.0,0,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Cyclical
13,2021-05-17,24.559999465942383,24.799999237060547,24.059999465942383,24.459999084472656,1678700,0.0,0,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Cyclical
14,2021-05-18,24.489999771118164,24.56999969482422,23.799999237060547,23.81999969482422,1305200,0.0,0,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Cyclical
15,2021-05-19,23.149999618530273,23.739999771118164,22.780000686645508,23.479999542236328,1012800,0.0,0,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Cyclical
16,2021-05-20,23.479999542236328,23.739999771118164,23.219999313354492,23.5,840000,0.0,0,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Cyclical
17,2021-05-21,23.780000686645508,24.040000915527344,23.219999313354492,23.229999542236328,585400,0.0,0,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Cyclical
18,2021-05-24,23.479999542236328,23.6299991607666,23.25,23.290000915527344,858900,0.0,0,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Cyclical
19,2021-05-25,23.399999618530273,24.030000686645508,23.229999542236328,23.360000610351562,1589800,0.0,0,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Cyclical
20,2021-05-26,23.6200008392334,23.969999313354492,23.479999542236328,23.899999618530273,1155700,0.0,0,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Cyclical
21,2021-05-27,24.139999389648438,24.170000076293945,23.700000762939453,23.959999084472656,903300,0.0,0,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Cyclical
0,2021-04-28,10.460000038146973,10.510000228881836,10.3100004196167,10.3100004196167,219600,0.0,0,APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate
1,2021-04-29,10.300000190734863,10.399999618530273,10.079999923706055,10.140000343322754,367800,0.0,0,APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate
2,2021-04-30,10.109999656677246,10.220000267028809,10.079999923706055,10.199999809265137,288700,0.0,0,APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate
3,2021-05-03,10.260000228881836,10.40999984741211,10.15999984741211,10.289999961853027,242300,0.0,0,APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate
4,2021-05-04,10.260000228881836,10.350000381469727,10.029999732971191,10.079999923706055,313300,0.0,0,APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate
5,2021-05-05,10.130000114440918,10.130000114440918,9.829999923706055,9.899999618530273,224700,0.0,0,APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate
6,2021-05-06,9.869999885559082,9.9399995803833,9.75,9.829999923706055,269000,0.0,0,APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate
7,2021-05-07,9.850000381469727,10.0,9.84000015258789,9.90999984741211,262000,0.0,0,APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate
8,2021-05-10,9.989999771118164,10.050000190734863,9.789999961853027,9.800000190734863,317400,0.0,0,APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate
9,2021-05-11,9.609999656677246,9.75,9.350000381469727,9.569999694824219,558900,0.0,0,APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate
10,2021-05-12,9.619999885559082,9.619999885559082,9.239999771118164,9.279999732971191,503000,0.0,0,APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate
11,2021-05-13,9.239999771118164,9.4399995803833,9.130000114440918,9.220000267028809,687400,0.0,0,APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate
12,2021-05-14,9.380000114440918,9.550000190734863,9.380000114440918,9.489999771118164,656200,0.0,0,APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate
13,2021-05-17,9.569999694824219,9.59000015258789,9.380000114440918,9.5,510100,0.0,0,APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate
14,2021-05-18,9.529999732971191,9.680000305175781,9.420000076293945,9.5,375100,0.0,0,APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate
15,2021-05-19,9.40999984741211,9.460000038146973,9.1899995803833,9.430000305175781,340900,0.0,0,APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate
16,2021-05-20,9.399999618530273,9.640000343322754,9.300000190734863,9.640000343322754,315000,0.0,0,APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate
17,2021-05-21,9.739999771118164,9.84000015258789,9.699999809265137,9.770000457763672,478800,0.0,0,APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate
18,2021-05-24,9.850000381469727,9.850000381469727,9.75,9.779999732971191,346800,0.0,0,APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate
19,2021-05-25,9.75,9.8100004196167,9.600000381469727,9.619999885559082,461100,0.0,0,APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate
20,2021-05-26,9.670000076293945,9.729999542236328,9.510000228881836,9.710000038146973,414500,0.0,0,APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate
21,2021-05-27,9.789999961853027,9.880000114440918,9.699999809265137,9.75,466100,0.0,0,APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate
0,2021-04-28,4.099999904632568,4.119999885559082,4.010000228881836,4.039999961853027,2600000,0.0,0,BRFS,BRF S.A.,Consumer Defensive
1,2021-04-29,4.050000190734863,4.070000171661377,4.0,4.010000228881836,2381900,0.0,0,BRFS,BRF S.A.,Consumer Defensive
2,2021-04-30,3.9800000190734863,3.9800000190734863,3.859999895095825,3.880000114440918,2783600,0.0,0,BRFS,BRF S.A.,Consumer Defensive
3,2021-05-03,3.7899999618530273,3.869999885559082,3.7699999809265137,3.8399999141693115,6368900,0.0,0,BRFS,BRF S.A.,Consumer Defensive
4,2021-05-04,3.8299999237060547,3.859999895095825,3.7699999809265137,3.7899999618530273,3705600,0.0,0,BRFS,BRF S.A.,Consumer Defensive
5,2021-05-05,3.819999933242798,3.940000057220459,3.819999933242798,3.930000066757202,1783500,0.0,0,BRFS,BRF S.A.,Consumer Defensive
6,2021-05-06,4.039999961853027,4.110000133514404,3.9700000286102295,4.010000228881836,3679800,0.0,0,BRFS,BRF S.A.,Consumer Defensive
7,2021-05-07,3.990000009536743,4.039999961853027,3.940000057220459,4.039999961853027,1722100,0.0,0,BRFS,BRF S.A.,Consumer Defensive
8,2021-05-10,4.070000171661377,4.150000095367432,4.010000228881836,4.139999866485596,2609400,0.0,0,BRFS,BRF S.A.,Consumer Defensive
9,2021-05-11,4.050000190734863,4.119999885559082,4.03000020980835,4.090000152587891,3280100,0.0,0,BRFS,BRF S.A.,Consumer Defensive
10,2021-05-12,4.039999961853027,4.079999923706055,3.9700000286102295,3.9700000286102295,5090600,0.0,0,BRFS,BRF S.A.,Consumer Defensive
11,2021-05-13,3.930000066757202,3.9700000286102295,3.809999942779541,3.869999885559082,6217200,0.0,0,BRFS,BRF S.A.,Consumer Defensive
12,2021-05-14,3.9200000762939453,4.0,3.9000000953674316,3.990000009536743,2762400,0.0,0,BRFS,BRF S.A.,Consumer Defensive
13,2021-05-17,3.9000000953674316,4.019999980926514,3.869999885559082,3.990000009536743,5784100,0.0,0,BRFS,BRF S.A.,Consumer Defensive
14,2021-05-18,3.950000047683716,4.050000190734863,3.890000104904175,4.050000190734863,7301900,0.0,0,BRFS,BRF S.A.,Consumer Defensive
15,2021-05-19,4.050000190734863,4.28000020980835,4.050000190734863,4.199999809265137,14249500,0.0,0,BRFS,BRF S.A.,Consumer Defensive
16,2021-05-20,4.170000076293945,4.389999866485596,4.079999923706055,4.360000133514404,8129400,0.0,0,BRFS,BRF S.A.,Consumer Defensive
17,2021-05-21,4.550000190734863,5.170000076293945,4.539999961853027,5.050000190734863,26148600,0.0,0,BRFS,BRF S.A.,Consumer Defensive
18,2021-05-24,4.840000152587891,5.010000228881836,4.75,4.940000057220459,8987300,0.0,0,BRFS,BRF S.A.,Consumer Defensive
19,2021-05-25,5.03000020980835,5.050000190734863,4.820000171661377,4.849999904632568,6300600,0.0,0,BRFS,BRF S.A.,Consumer Defensive
20,2021-05-26,4.849999904632568,4.880000114440918,4.730000019073486,4.809999942779541,4583500,0.0,0,BRFS,BRF S.A.,Consumer Defensive
21,2021-05-27,4.900000095367432,5.0,4.849999904632568,4.909999847412109,8292800,0.0,0,BRFS,BRF S.A.,Consumer Defensive
0,2021-04-28,131.7100067138672,131.85000610351562,130.8800048828125,131.39999389648438,6262800,0.0,0,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
1,2021-04-29,131.30999755859375,132.99000549316406,131.30999755859375,132.50999450683594,6786800,0.0,0,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
2,2021-04-30,132.75,133.6699981689453,132.25999450683594,133.4199981689453,9188600,0.0,0,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
3,2021-05-03,134.02999877929688,135.67999267578125,134.02999877929688,135.0,8070300,0.0,0,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
4,2021-05-04,134.97999572753906,135.8300018310547,134.2100067138672,134.5399932861328,9624000,0.0,0,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
5,2021-05-05,134.3699951171875,134.47000122070312,133.3699951171875,133.4600067138672,5683100,0.0,0,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
6,2021-05-06,134.00999450683594,135.3699951171875,133.9199981689453,135.13999938964844,9771100,0.0,0,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
7,2021-05-07,135.0800018310547,136.02999877929688,134.75999450683594,135.14999389648438,6299100,0.0,0,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
8,2021-05-10,135.88999938964844,138.4199981689453,135.69000244140625,137.6699981689453,8852700,0.0,0,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
9,2021-05-11,138.49000549316406,138.7899932861328,136.47000122070312,136.99000549316406,10973700,0.0,0,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
10,2021-05-12,136.49000549316406,137.0,135.49000549316406,135.5399932861328,8853700,0.0,0,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
11,2021-05-13,135.88999938964844,138.52999877929688,135.38999938964844,137.72000122070312,8753600,0.0,0,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
12,2021-05-14,137.6699981689453,139.10000610351562,137.6699981689453,138.00999450683594,5989500,0.0,0,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
13,2021-05-17,137.97000122070312,139.07000732421875,137.61000061035156,137.72999572753906,7690700,0.0,0,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
14,2021-05-18,136.4600067138672,137.8300018310547,136.14999389648438,136.32000732421875,9239100,0.0,0,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
15,2021-05-19,136.05999755859375,136.8300018310547,135.58999633789062,136.60000610351562,9806800,0.0,0,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
16,2021-05-20,136.7899932861328,138.7100067138672,136.72000122070312,138.0,8768200,0.0,0,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
17,2021-05-21,138.1999969482422,138.94000244140625,137.77999877929688,138.0,10158200,0.0,0,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
18,2021-05-24,138.0,138.8000030517578,137.72999572753906,137.9600067138672,6981300,0.0,0,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
19,2021-05-25,138.0500030517578,138.47999572753906,136.75,138.42999267578125,8142400,0.0,0,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
20,2021-05-26,138.7899932861328,138.86000061035156,137.8699951171875,138.1199951171875,8122900,0.0,0,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
21,2021-05-27,138.1199951171875,138.27999877929688,134.66000366210938,134.97999572753906,33094300,0.0,0,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive
0,2021-04-28,228.52000427246094,228.52000427246094,224.55999755859375,226.07000732421875,61800,0.0,0,MED,MEDIFAST INC Common Stock,Consumer Cyclical
1,2021-04-29,226.8300018310547,230.8699951171875,223.75999450683594,226.4199981689453,66500,0.0,0,MED,MEDIFAST INC Common Stock,Consumer Cyclical
2,2021-04-30,223.41000366210938,227.41000366210938,222.39999389648438,227.08999633789062,99100,0.0,0,MED,MEDIFAST INC Common Stock,Consumer Cyclical
3,2021-05-03,228.85000610351562,236.9499969482422,228.2899932861328,234.10000610351562,137900,0.0,0,MED,MEDIFAST INC Common Stock,Consumer Cyclical
4,2021-05-04,232.32000732421875,232.32000732421875,220.52999877929688,225.0,151800,0.0,0,MED,MEDIFAST INC Common Stock,Consumer Cyclical
5,2021-05-05,248.77999877929688,261.69000244140625,248.77999877929688,252.27999877929688,147900,0.0,0,MED,MEDIFAST INC Common Stock,Consumer Cyclical
6,2021-05-06,253.72000122070312,267.5199890136719,250.58999633789062,267.0299987792969,149100,0.0,0,MED,MEDIFAST INC Common Stock,Consumer Cyclical
7,2021-05-07,269.0,278.9700012207031,268.7699890136719,278.32000732421875,179400,0.0,0,MED,MEDIFAST INC Common Stock,Consumer Cyclical
8,2021-05-10,280.0,296.5,279.010009765625,294.8399963378906,266500,0.0,0,MED,MEDIFAST INC Common Stock,Consumer Cyclical
9,2021-05-11,291.4100036621094,296.010009765625,281.2300109863281,294.2099914550781,175200,0.0,0,MED,MEDIFAST INC Common Stock,Consumer Cyclical
10,2021-05-12,294.0,294.7799987792969,273.6199951171875,274.25,177000,0.0,0,MED,MEDIFAST INC Common Stock,Consumer Cyclical
11,2021-05-13,274.6300048828125,286.8800048828125,274.6300048828125,286.3900146484375,128800,0.0,0,MED,MEDIFAST INC Common Stock,Consumer Cyclical
12,2021-05-14,289.2799987792969,297.1300048828125,280.3599853515625,297.0,159000,0.0,0,MED,MEDIFAST INC Common Stock,Consumer Cyclical
13,2021-05-17,298.5299987792969,308.44000244140625,297.6099853515625,307.20001220703125,157600,0.0,0,MED,MEDIFAST INC Common Stock,Consumer Cyclical
14,2021-05-18,309.0199890136719,326.80999755859375,308.760009765625,317.1400146484375,216100,0.0,0,MED,MEDIFAST INC Common Stock,Consumer Cyclical
15,2021-05-19,312.3699951171875,317.19000244140625,306.5799865722656,317.07000732421875,126900,0.0,0,MED,MEDIFAST INC Common Stock,Consumer Cyclical
16,2021-05-20,317.9700012207031,322.1600036621094,305.010009765625,317.42999267578125,113000,0.0,0,MED,MEDIFAST INC Common Stock,Consumer Cyclical
17,2021-05-21,320.6400146484375,323.1499938964844,313.7099914550781,313.760009765625,70700,0.0,0,MED,MEDIFAST INC Common Stock,Consumer Cyclical
18,2021-05-24,317.1300048828125,330.7699890136719,316.9800109863281,327.55999755859375,106800,0.0,0,MED,MEDIFAST INC Common Stock,Consumer Cyclical
19,2021-05-25,330.1199951171875,332.0,320.5,324.6400146484375,121000,0.0,0,MED,MEDIFAST INC Common Stock,Consumer Cyclical
20,2021-05-26,325.7200012207031,331.19000244140625,325.4700012207031,330.5199890136719,117100,0.0,0,MED,MEDIFAST INC Common Stock,Consumer Cyclical
21,2021-05-27,329.54998779296875,332.2799987792969,326.0,330.5299987792969,105200,0.0,0,MED,MEDIFAST INC Common Stock,Consumer Cyclical
0,2021-04-28,10.619999885559082,10.619999885559082,10.199999809265137,10.34000015258789,3200,0.0,0,AXR,AMREP Corporation Common Stock,Real Estate
1,2021-04-29,10.75,11.180000305175781,10.3100004196167,10.899999618530273,20700,0.0,0,AXR,AMREP Corporation Common Stock,Real Estate
2,2021-04-30,10.640000343322754,11.0,10.470000267028809,10.699999809265137,19000,0.0,0,AXR,AMREP Corporation Common Stock,Real Estate
3,2021-05-03,10.390000343322754,10.789999961853027,10.15999984741211,10.430000305175781,5900,0.0,0,AXR,AMREP Corporation Common Stock,Real Estate
4,2021-05-04,10.699999809265137,10.710000038146973,10.319999694824219,10.40999984741211,3300,0.0,0,AXR,AMREP Corporation Common Stock,Real Estate
5,2021-05-05,10.359999656677246,10.380000114440918,10.130000114440918,10.329999923706055,2900,0.0,0,AXR,AMREP Corporation Common Stock,Real Estate
6,2021-05-06,10.329999923706055,10.65999984741211,10.199999809265137,10.630000114440918,1800,0.0,0,AXR,AMREP Corporation Common Stock,Real Estate
7,2021-05-07,10.890000343322754,11.25,10.6899995803833,11.100000381469727,48300,0.0,0,AXR,AMREP Corporation Common Stock,Real Estate
8,2021-05-10,11.25,12.039999961853027,11.0,11.520000457763672,133800,0.0,0,AXR,AMREP Corporation Common Stock,Real Estate
9,2021-05-11,11.630000114440918,11.630000114440918,10.5,11.199999809265137,13200,0.0,0,AXR,AMREP Corporation Common Stock,Real Estate
10,2021-05-12,10.979999542236328,11.039999961853027,10.260000228881836,10.260000228881836,12000,0.0,0,AXR,AMREP Corporation Common Stock,Real Estate
11,2021-05-13,10.140000343322754,10.800000190734863,9.989999771118164,9.989999771118164,17200,0.0,0,AXR,AMREP Corporation Common Stock,Real Estate
12,2021-05-14,10.380000114440918,11.079999923706055,10.300000190734863,10.720000267028809,12400,0.0,0,AXR,AMREP Corporation Common Stock,Real Estate
13,2021-05-17,10.720000267028809,12.4399995803833,10.180000305175781,11.510000228881836,84900,0.0,0,AXR,AMREP Corporation Common Stock,Real Estate
14,2021-05-18,11.569999694824219,12.760000228881836,11.569999694824219,12.760000228881836,57500,0.0,0,AXR,AMREP Corporation Common Stock,Real Estate
15,2021-05-19,12.59000015258789,13.09000015258789,11.800000190734863,12.890000343322754,102000,0.0,0,AXR,AMREP Corporation Common Stock,Real Estate
16,2021-05-20,12.850000381469727,13.180000305175781,12.199999809265137,12.630000114440918,69100,0.0,0,AXR,AMREP Corporation Common Stock,Real Estate
17,2021-05-21,12.920000076293945,14.140000343322754,12.510000228881836,13.859999656677246,40300,0.0,0,AXR,AMREP Corporation Common Stock,Real Estate
18,2021-05-24,14.039999961853027,15.149999618530273,13.75,15.149999618530273,62600,0.0,0,AXR,AMREP Corporation Common Stock,Real Estate
19,2021-05-25,15.180000305175781,15.180000305175781,14.0,14.399999618530273,56100,0.0,0,AXR,AMREP Corporation Common Stock,Real Estate
20,2021-05-26,14.319999694824219,14.520000457763672,14.09000015258789,14.399999618530273,7400,0.0,0,AXR,AMREP Corporation Common Stock,Real Estate
